title,genres,predicted_rating
"Prophet, A (Un Prophète) (2009)",Crime|Drama,0.545750418
"Legend of Bagger Vance, The (2000)",Drama|Romance,0.545538544
"Switch, The (2010)",Comedy|Romance,0.545299847
One Hour Photo (2002),Drama|Thriller,0.545158031
Flubber (1997),Children|Comedy|Fantasy,0.544926424
Father of the Bride (1991),Comedy,0.542779083
Rushmore (1998),Comedy|Drama,0.542344838
Life as We Know It (2010),Comedy|Romance,0.541904162
"Pink Panther, The (2006)",Adventure|Comedy|Crime,0.541454246
Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX,0.54112493
Platoon (1986),Drama|War,0.541030362
"Single Man, A (2009)",Drama,0.540212812
Contraband (2012),Action|Crime|Drama|Thriller,0.539316401
Patriot Games (1992),Action|Thriller,0.539293595
"Boondock Saints II: All Saints Day, The (2009)",Action|Crime|Drama|Thriller,0.53922389
Brokeback Mountain (2005),Drama|Romance,0.538644749
Fanboys (2008),Adventure|Comedy|Drama,0.53816797
"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",Animation|Children|Fantasy,0.537626418
How to Lose Friends & Alienate People (2008),Comedy,0.537572144
Fever Pitch (2005),Comedy|Romance,0.537563163
Black Snake Moan (2006),Drama,0.537070323
Octopussy (1983),Action|Adventure|Thriller,0.536626835
Baby Mama (2008),Comedy,0.534615071
"Prince of Egypt, The (1998)",Animation|Musical,0.53386568
"13th Warrior, The (1999)",Action|Adventure|Fantasy,0.533069285
Bernie (2011),Comedy|Crime|Drama,0.532647721
Just Married (2003),Comedy|Romance,0.531865264
"Five-Year Engagement, The (2012)",Comedy|Romance,0.531169521
Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,0.529390262
Brick (2005),Crime|Drama|Film-Noir|Mystery,0.52784319
"Cove, The (2009)",Documentary,0.527537115
Pinocchio (1940),Animation|Children|Fantasy|Musical,0.527531198
"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller,0.526856561
Colombiana (2011),Action|Adventure|Drama|Thriller,0.526337178
Daddy Day Care (2003),Children|Comedy,0.525953828
"Parent Trap, The (1998)",Children|Comedy|Romance,0.525863395
City Island (2009),Comedy|Drama,0.525681903
Freedom Writers (2007),Drama,0.525326399
Big Night (1996),Comedy|Drama,0.525242095
Iron Sky (2012),Action|Comedy|Sci-Fi,0.523799648
Richie Rich (1994),Children|Comedy,0.52281692
Legion (2010),Action|Fantasy|Horror|Thriller,0.522051998
Varsity Blues (1999),Comedy|Drama,0.520984468
Thunderball (1965),Action|Adventure|Thriller,0.520486032
"Graduate, The (1967)",Comedy|Drama|Romance,0.520186615
BURN-E (2008),Adventure|Animation|Children|Sci-Fi,0.519301466
Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,0.519238967
Mars Attacks! (1996),Action|Comedy|Sci-Fi,0.51809414
"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,0.51761735
Walk Hard: The Dewey Cox Story (2007),Comedy|Musical,0.517425051
13 Assassins (Jûsan-nin no shikaku) (2010),Action,0.517211703
Phenomenon (1996),Drama|Romance,0.517036703
K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller,0.516939298
Cop Out (2010),Action|Comedy|Crime,0.515799388
J. Edgar (2011),Drama,0.515404919
"Night at the Roxbury, A (1998)",Comedy,0.515271782
Game Change (2012),Drama,0.514626561
Outlander (2008),Action|Adventure|Sci-Fi,0.513817321
Ice Age 4: Continental Drift (2012),Adventure|Animation|Comedy,0.513663566
101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,0.512794848
"Whole Ten Yards, The (2004)",Action|Comedy|Crime,0.512672368
"Thing, The (2011)",Horror|Mystery|Sci-Fi|Thriller,0.51174572
Double Jeopardy (1999),Action|Crime|Drama|Thriller,0.511490517
"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller,0.511284634
"Woman in Black, The (2012)",Drama|Horror|Thriller,0.509359645
God Bless America (2011),Comedy|Drama,0.509193379
Casino (1995),Crime|Drama,0.508897163
"Queen, The (2006)",Drama,0.508368092
White Men Can't Jump (1992),Comedy|Drama,0.507474462
Collateral Damage (2002),Action|Thriller,0.507148112
"Christmas Carol, A (2009)",Animation|Children|Drama|Fantasy|IMAX,0.506718803
Roger & Me (1989),Documentary,0.505586557
Red Riding Hood (2011),Fantasy|Horror|Mystery|Thriller,0.504894806
Extract (2009),Comedy,0.504871596
Sister Act (1992),Comedy|Crime,0.504280628
Saving Silverman (Evil Woman) (2001),Comedy|Romance,0.504031759
47 Ronin (2013),Action|Adventure|Fantasy,0.503760811
"Watch, The (2012)",Comedy|Sci-Fi,0.503689212
Jersey Girl (2004),Comedy|Drama|Romance,0.503454308
Police Academy (1984),Comedy|Crime,0.502387799
Incendies (2010),Drama|Mystery|War,0.501977893
"Iron Lady, The (2011)",Drama,0.501809432
"Charlie Brown Christmas, A (1965)",Animation|Children|Comedy,0.501170016
Begin Again (2013),Comedy|Romance,0.501050818
Radio (2003),Drama,0.500925978
Garfield: The Movie (2004),Animation|Children|Comedy,0.500796899
"Wolfman, The (2010)",Horror|Thriller,0.50054109
Cedar Rapids (2011),Comedy,0.499447012
Dreamgirls (2006),Drama|Musical,0.499193496
Chicago (2002),Comedy|Crime|Drama|Musical,0.49875695
Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,0.498746112
Stuck on You (2003),Comedy,0.498730951
"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,0.49772839
"Way Back, The (2010)",Drama,0.4974981
"Weather Man, The (2005)",Comedy|Drama,0.49748286
I Spy (2002),Action|Adventure|Comedy|Crime,0.497427408
Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,0.497306959
"Hills Have Eyes, The (2006)",Drama|Horror|Thriller,0.497274542
"Forgotten, The (2004)",Drama|Mystery|Sci-Fi|Thriller,0.497191386
Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi,0.497158526
Fool's Gold (2008),Action|Adventure|Comedy|Romance,0.497088133
After Earth (2013),Action|Adventure|Sci-Fi|IMAX,0.49602694
"Skulls, The (2000)",Thriller,0.495899909
"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Adventure|Drama|Fantasy|Romance|IMAX,0.495684283
Primal Fear (1996),Crime|Drama|Mystery|Thriller,0.495603634
Without a Paddle (2004),Comedy,0.493484398
The Raid 2: Berandal (2014),Action|Crime|Thriller,0.492886655
Man on the Moon (1999),Comedy|Drama,0.49256156
Project X (2012),Comedy,0.492395803
Speed 2: Cruise Control (1997),Action|Romance|Thriller,0.492371454
88 Minutes (2008),Crime|Drama|Mystery|Thriller,0.492312955
Dr. Dolittle 2 (2001),Comedy,0.492176204
Blue Is the Warmest Color (La vie d'Adèle) (2013),Drama|Romance,0.490669286
G.I. Joe: Retaliation (2013),Action|Adventure|Sci-Fi|Thriller|IMAX,0.490612314
Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,0.49022592
Stargate: Continuum (2008),Sci-Fi,0.489946519
Kiss of the Dragon (2001),Action,0.489045257
Changing Lanes (2002),Drama|Thriller,0.488465336
Employee of the Month (2006),Comedy,0.488316119
Capitalism: A Love Story (2009),Documentary,0.487827498
Hoodwinked! (2005),Animation|Children|Comedy,0.487733887
Lockout (2012),Action|Sci-Fi|Thriller,0.487684011
"House Bunny, The (2008)",Comedy,0.486835958
"Constant Gardener, The (2005)",Drama|Thriller,0.486333685
Scream 4 (2011),Comedy|Horror|Mystery|Thriller,0.486125443
"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,0.485813691
"Invasion, The (2007)",Action|Drama|Horror|Sci-Fi|Thriller,0.484995041
Running Scared (2006),Action|Crime|Thriller,0.484949793
Timeline (2003),Action|Adventure|Sci-Fi,0.484907688
Extremely Loud and Incredibly Close (2011),Drama,0.483940672
Sin City: A Dame to Kill For (2014),Action|Crime|Thriller,0.483685286
Misery (1990),Drama|Horror|Thriller,0.483423261
Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,0.482915438
Elizabethtown (2005),Comedy|Drama|Romance,0.482507985
"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,0.48234999
Doomsday (2008),Action|Drama|Sci-Fi|Thriller,0.482144967
In Good Company (2004),Comedy|Drama,0.482012045
Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,0.481851193
Derailed (2005),Drama|Thriller,0.481783972
Cosmos (1980),Documentary,0.481600591
World Trade Center (2006),Drama,0.481221895
Season of the Witch (2011),Adventure|Drama|Fantasy,0.48010162
Domino (2005),Crime|Drama|Thriller,0.479983266
Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,0.479303505
This Is Spinal Tap (1984),Comedy,0.478954527
Carrie (1976),Drama|Fantasy|Horror|Thriller,0.478735835
Once (2006),Drama|Musical|Romance,0.478728606
Righteous Kill (2008),Crime|Mystery|Thriller,0.478646512
Inkheart (2008),Adventure|Fantasy,0.478537791
"Troll Hunter, The (Trolljegeren) (2010)",Fantasy|Horror,0.478158965
Around the World in 80 Days (2004),Adventure|Children|Comedy,0.47731223
Centurion (2010),Action|Adventure|Drama|Thriller|War,0.476333172
Everything Must Go (2010),Comedy|Drama,0.476141196
Observe and Report (2009),Action|Comedy,0.475684123
Home Alone 3 (1997),Children|Comedy,0.475658362
Lee Daniels' The Butler (2013),Drama,0.474495964
"Thin Blue Line, The (1988)",Documentary,0.472996763
Goon (2011),Comedy|Drama,0.472786409
Mona Lisa Smile (2003),Drama|Romance,0.472199951
Open Season (2006),Adventure|Animation|Children|Comedy|IMAX,0.471114015
"Other Boleyn Girl, The (2008)",Drama|Romance,0.469798694
"Brave One, The (2007)",Crime|Drama|Thriller,0.468246655
Ella Enchanted (2004),Comedy|Fantasy|Romance,0.467523099
Saw VI (2009),Crime|Horror|Mystery|Thriller,0.467276489
Rules of Engagement (2000),Drama|Thriller,0.467136497
Be Cool (2005),Comedy|Crime|Musical,0.467085967
Short Term 12 (2013),Drama,0.466649373
Maid in Manhattan (2002),Comedy|Romance,0.466296389
Trance (2013),Crime|Thriller,0.465547253
Annie Hall (1977),Comedy|Romance,0.465241124
Dune (2000),Drama|Fantasy|Sci-Fi,0.464710029
Fair Game (2010),Drama|Thriller,0.464692689
Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance,0.464186008
Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller,0.464101891
Coneheads (1993),Comedy|Sci-Fi,0.464060148
Tremors (1990),Comedy|Horror|Sci-Fi,0.462945631
Major Payne (1995),Comedy,0.462198226
Bad Lieutenant: Port of Call New Orleans (2009),Crime|Drama,0.46190882
Into the Blue (2005),Action|Adventure|Crime|Thriller,0.461505179
My Week with Marilyn (2011),Drama,0.460268172
Louis C.K.: Oh My God (2013),Comedy,0.459545762
Bride Wars (2009),Comedy|Romance,0.459539722
TMNT (Teenage Mutant Ninja Turtles) (2007),Action|Adventure|Animation|Children|Comedy|Fantasy,0.459318047
W. (2008),Drama,0.459155137
"Matador, The (2005)",Comedy|Drama|Thriller,0.459119577
Remember Me (2010),Drama|Romance,0.45764076
Bean (1997),Comedy,0.4568082
"Great Debaters, The (2007)",Drama,0.456263316
"Vow, The (2012)",Drama|Romance,0.454833162
"Ring Two, The (2005)",Drama|Horror|Mystery|Thriller,0.454542888
Mr. Bean's Holiday (2007),Comedy,0.454130853
Brother Bear (2003),Adventure|Animation|Children,0.454040605
Savages (2012),Crime|Drama|Thriller,0.453358081
Basic (2003),Drama|Thriller|War,0.452626931
Frankenweenie (2012),Animation|Comedy|Horror|IMAX,0.452279539
"Last of the Mohicans, The (1992)",Action|Romance|War|Western,0.45222234
Safe (2012),Action|Crime|Thriller,0.451688918
James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,0.450265037
"Soloist, The (2009)",Drama|Musical,0.449797066
Mr. Magorium's Wonder Emporium (2007),Children|Comedy|Fantasy,0.449394095
Flight of the Phoenix (2004),Action|Adventure,0.448069173
The Spectacular Now (2013),Comedy|Drama|Romance,0.448023745
Live and Let Die (1973),Action|Adventure|Thriller,0.447369571
Arthur (2011),Comedy,0.447323135
Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi,0.445921656
Taking Lives (2004),Crime|Drama|Thriller,0.445022507
"Animal, The (2001)",Comedy,0.443898266
Blackfish (2013),Documentary,0.443387933
Jane Eyre (2011),Drama|Romance,0.442824566
"Nightmare on Elm Street, A (1984)",Horror|Thriller,0.442452579
Bandits (2001),Comedy|Crime|Romance,0.441664093
End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,0.441125697
Gremlins (1984),Comedy|Horror,0.441069247
Resident Evil: Retribution (2012),Action|Horror|Sci-Fi|IMAX,0.440757243
"Family Stone, The (2005)",Comedy|Drama|Romance,0.440688121
Hitchcock (2012),Drama,0.439696641
Blue Streak (1999),Comedy,0.439615269
Rambo: First Blood Part II (1985),Action|Adventure|Thriller,0.439612346
Dr. Seuss' The Lorax (2012),Animation|Fantasy|Musical|IMAX,0.439459232
"Purge, The (2013)",Crime|Horror|Thriller,0.439288726
No Reservations (2007),Comedy|Drama|Romance,0.43923704
Ali (2001),Drama,0.439172546
Antitrust (2001),Crime|Drama|Thriller,0.438933299
Revenge of the Nerds (1984),Comedy,0.438932156
When We Were Kings (1996),Documentary,0.438603258
Killers (2010),Action|Comedy,0.43832797
Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy,0.438161639
In Her Shoes (2005),Comedy|Drama,0.438060941
"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy,0.438015783
"Spirit, The (2008)",Action|Comedy|Fantasy|Thriller,0.437845834
Jeepers Creepers (2001),Horror,0.437580307
"Dangerous Method, A (2011)",Drama|Thriller,0.437248503
Letters to Juliet (2010),Drama|Romance,0.436994113
"Road to El Dorado, The (2000)",Animation|Children,0.43669431
"Fourth Kind, The (2009)",Horror|Mystery|Sci-Fi|Thriller,0.436047915
Pride and Prejudice (1995),Drama|Romance,0.435943471
Nanny McPhee (2005),Children|Comedy|Fantasy,0.434772281
All Is Lost (2013),Action|Adventure|Drama,0.433957703
Rambo III (1988),Action|Adventure|Thriller|War,0.433197383
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),Comedy|Romance,0.433088474
Get the Gringo (2012),Action|Crime|Drama|Thriller,0.432696807
From Hell (2001),Crime|Horror|Mystery|Thriller,0.432516805
Stargate: The Ark of Truth (2008),Action|Fantasy|Sci-Fi,0.432071965
Eight Below (2006),Action|Adventure|Drama|Romance,0.431249731
"Three Musketeers, The (2011)",Action|Adventure,0.430693145
Salmon Fishing in the Yemen (2011),Comedy|Drama|Romance,0.430549823
Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,0.428968893
Hide and Seek (2005),Horror|Mystery|Thriller,0.427821885
Manhattan (1979),Comedy|Drama|Romance,0.427503148
"Kite Runner, The (2007)",Drama,0.427500147
"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,0.427390736
Martha Marcy May Marlene (2011),Drama|Thriller,0.427317334
"Firm, The (1993)",Drama|Thriller,0.427022411
"Kid, The (2000)",Comedy|Fantasy,0.426913786
Spring Breakers (2013),Comedy|Crime|Drama,0.426420543
Catfish (2010),Documentary|Mystery,0.42626016
"Book Thief, The (2013)",Children|Drama|War,0.425927824
Restrepo (2010),Documentary|War,0.425600358
"Rum Diary, The (2011)",Comedy|Drama|Thriller,0.425324454
"Player, The (1992)",Comedy|Crime|Drama,0.424711648
Judge Dredd (1995),Action|Crime|Sci-Fi,0.42432542
Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime,0.424296531
Commando (1985),Action|Adventure,0.422256658
Sinister (2012),Horror|Thriller,0.422145706
3 Idiots (2009),Comedy|Drama|Romance,0.420474656
"Damned United, The (2009)",Drama,0.420312579
"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,0.41991662
Spy Hard (1996),Comedy,0.418656061
As Good as It Gets (1997),Comedy|Drama|Romance,0.418461965
Freddy vs. Jason (2003),Action|Horror|Thriller,0.418460681
"Counterfeiters, The (Die Fälscher) (2007)",Crime|Drama|War,0.417456384
MacGruber (2010),Action|Comedy,0.416835201
Peter Pan (2003),Action|Adventure|Children|Fantasy,0.416718839
Pursuit of Happiness (2001),Comedy|Romance,0.415985806
Whatever Works (2009),Comedy|Romance,0.415846941
Confessions of a Shopaholic (2009),Comedy|Romance,0.415579679
Seven Years in Tibet (1997),Adventure|Drama|War,0.415379
Hackers (1995),Action|Adventure|Crime|Thriller,0.414693272
What About Bob? (1991),Comedy,0.414618271
Saved! (2004),Comedy|Drama,0.414023863
Identity Thief (2013),Comedy|Crime,0.414022221
Cell 211 (Celda 211) (2009),Action|Drama,0.413334
Inglorious Bastards (Quel maledetto treno blindato) (1978),Action|Adventure|Drama|War,0.412941622
Shakespeare in Love (1998),Comedy|Drama|Romance,0.412899237
"Benchwarmers, The (2006)",Comedy,0.412427674
Secrets & Lies (1996),Drama,0.412150059
Premonition (2007),Drama|Fantasy|Mystery|Thriller,0.411708507
Can't Hardly Wait (1998),Comedy|Drama|Romance,0.411414885
Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,0.411052844
Waitress (2007),Comedy|Drama|Romance,0.410527647
Blindness (2008),Drama|Mystery|Romance|Thriller,0.410215978
Alvin and the Chipmunks (2007),Children|Comedy,0.410100422
Conan the Barbarian (2011),Action|Adventure|Fantasy,0.409822593
Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,0.409474285
Skyline (2010),Sci-Fi|Thriller,0.408677307
"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror|Thriller,0.408072522
Drumline (2002),Comedy|Drama|Musical|Romance,0.408010625
Killer Joe (2011),Crime|Thriller,0.407936764
Untraceable (2008),Crime|Thriller,0.407875692
"Sweet Hereafter, The (1997)",Drama,0.407755187
Faster (2010),Action|Crime|Drama,0.407595047
Stoker (2013),Drama|Mystery|Thriller,0.407259254
"Planes, Trains & Automobiles (1987)",Comedy,0.407253135
Predator 2 (1990),Action|Sci-Fi|Thriller,0.406672269
War (2007),Action|Thriller,0.40641838
My Cousin Vinny (1992),Comedy,0.406346115
Garden State (2004),Comedy|Drama|Romance,0.406314435
Veronica Mars (2014),Comedy|Crime|Drama,0.406225622
"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance,0.406165996
Cats & Dogs (2001),Children|Comedy,0.405710662
I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,0.405418091
Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi,0.404265062
Kung Pow: Enter the Fist (2002),Action|Comedy,0.404115447
Rocky V (1990),Action|Drama,0.403813813
Locke (2013),Drama,0.403615979
"Rudolph, the Red-Nosed Reindeer (1964)",Adventure|Animation|Children|Fantasy|Musical,0.403385633
Made of Honor (2008),Comedy|Romance,0.402519481
This Film Is Not Yet Rated (2006),Documentary,0.401566841
Battlestar Galactica: The Plan (2009),Action|Adventure|Drama|Sci-Fi,0.399866158
Land of the Dead (2005),Action|Horror|Thriller,0.399270978
My Sister's Keeper (2009),Drama,0.398354668
Old Boy (2003),Mystery|Thriller,0.398216035
Under the Skin (2013),Horror|Sci-Fi|Thriller,0.397787502
Four Christmases (2008),Comedy,0.397155232
"Sessions, The (Surrogate, The) (2012)",Drama,0.396870557
Leap Year (2010),Comedy|Romance,0.396486741
Enter the Dragon (1973),Action|Crime,0.396391361
Point Break (1991),Action|Crime|Thriller,0.396285161
Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller,0.396049696
Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children,0.395903253
Open Range (2003),Western,0.395812877
Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy,0.395503672
Guess Who (2005),Comedy|Romance,0.395476503
Escape from Alcatraz (1979),Drama|Thriller,0.395220998
Stigmata (1999),Drama|Thriller,0.395096064
"Strangers, The (2008)",Horror|Thriller,0.394940751
"Heartbreak Kid, The (2007)",Comedy|Drama|Romance,0.394840806
We Own the Night (2007),Crime|Drama,0.394660805
Eat Pray Love (2010),Drama|Romance,0.394646845
Larry Crowne (2011),Comedy|Drama|Romance,0.393884127
Short Circuit (1986),Comedy|Sci-Fi,0.393834338
Red State (2011),Horror|Thriller,0.393669042
"Majestic, The (2001)",Comedy|Drama|Romance,0.393056942
Epic Movie (2007),Adventure|Comedy,0.392828953
Night Watch (Nochnoy dozor) (2004),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,0.392790307
Waiting for Superman (2010),Documentary,0.392512626
One Day (2011),Drama|Romance,0.392388144
Jingle All the Way (1996),Children|Comedy,0.391667759
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,0.391580068
Bangkok Dangerous (2008),Action|Crime|Thriller,0.391372985
Slither (2006),Comedy|Horror|Sci-Fi,0.391275383
Defendor (2009),Comedy|Crime|Drama,0.391113821
Penelope (2006),Comedy|Fantasy|Romance,0.390237934
Act of Valor (2012),Action|Thriller|War,0.390071491
Enough Said (2013),Comedy|Drama|Romance,0.390027567
U.S. Marshals (1998),Action|Crime|Thriller,0.389281988
Paperman (2012),Animation|Comedy|Romance,0.388675886
"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller,0.388131239
Chloe (2009),Drama|Thriller,0.388064475
"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama,0.387607554
Revolver (2005),Crime|Drama|Thriller,0.387355914
Drive Angry (2011),Action|Fantasy|Thriller,0.387028857
Last Vegas (2013),Comedy|Drama|Romance,0.386902876
Tell No One (Ne le dis à personne) (2006),Crime|Drama|Mystery|Thriller,0.386207246
Frailty (2001),Crime|Drama|Thriller,0.386135136
Choke (2008),Comedy|Drama,0.386041716
Ghost Ship (2002),Horror,0.385897972
Never Say Never Again (1983),Action|Adventure|Thriller,0.385579555
"Faculty, The (1998)",Horror|Sci-Fi,0.385313133
Antichrist (2009),Drama|Fantasy,0.384812583
Glory Road (2006),Drama,0.384647517
Inspector Gadget (1999),Action|Adventure|Children|Comedy,0.384159391
Partly Cloudy (2009),Animation|Children|Comedy|Fantasy,0.384121305
Proof of Life (2000),Drama,0.384061523
Runaway Bride (1999),Comedy|Romance,0.383569603
"Wave, The (Welle, Die) (2008)",Drama,0.382742671
While You Were Sleeping (1995),Comedy|Romance,0.382085767
Cyrus (2010),Comedy|Drama|Romance,0.381921571
"Perfect Getaway, A (2009)",Horror|Thriller,0.381664287
Dinosaur (2000),Adventure|Animation|Children,0.381444202
I Saw the Devil (Akmareul boatda) (2010),Crime|Thriller,0.381436329
Undercover Brother (2002),Comedy,0.381225754
"Pirates! Band of Misfits, The (2012)",Adventure|Animation|Children|Comedy,0.380576246
Touch of Evil (1958),Crime|Film-Noir|Thriller,0.379950225
Arbitrage (2012),Drama|Thriller,0.37967514
Before Sunrise (1995),Drama|Romance,0.379370011
Piranha (Piranha 3D) (2010),Action|Horror|Thriller,0.378998155
Lost in Space (1998),Action|Adventure|Sci-Fi,0.378787494
Out of Time (2003),Crime|Drama|Thriller,0.378021986
Epic (2013),Adventure|Animation|Fantasy,0.376399858
Parker (2013),Crime|Thriller,0.376319712
Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,0.375297585
Down Periscope (1996),Comedy,0.37527158
Rabbit Hole (2010),Drama,0.374491201
Anaconda (1997),Action|Adventure|Thriller,0.374474327
When in Rome (2010),Comedy|Romance,0.374224584
Showtime (2002),Action|Comedy,0.373994026
Black Book (Zwartboek) (2006),Drama|Thriller|War,0.373713576
Everybody's Fine (2009),Drama,0.37357052
Pride and Glory (2008),Crime|Drama,0.373555274
Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,0.373462859
"Producers, The (2005)",Comedy|Musical,0.373370058
"Good Year, A (2006)",Comedy|Drama|Romance,0.37334005
Foxcatcher (2014),Drama,0.373267878
Europa Report (2013),Sci-Fi|Thriller,0.37320593
"Company Men, The (2010)",Drama,0.371592737
Rare Exports: A Christmas Tale (Rare Exports) (2010),Action|Comedy,0.370488244
Black Dynamite (2009),Action|Comedy,0.370259713
Angels in the Outfield (1994),Children|Comedy,0.370249768
Ronin (1998),Action|Crime|Thriller,0.370242338
Only Lovers Left Alive (2013),Drama|Horror|Romance,0.370191158
"Duchess, The (2008)",Drama|Romance,0.370173576
Teenage Mutant Ninja Turtles (2014),Action|Adventure|Comedy,0.369977155
Jack (1996),Comedy|Drama,0.369828717
Transsiberian (2008),Crime|Drama|Thriller,0.369523103
"Imposter, The (2012)",Documentary,0.369271611
Appaloosa (2008),Western,0.369056443
"Young Victoria, The (2009)",Drama|Romance,0.368527162
"Messenger, The (2009)",Drama|Romance|War,0.368366159
Eddie Murphy Delirious (1983),Comedy|Documentary,0.368334036
Batman: Year One (2011),Action|Animation|Crime,0.368272246
Bio-Dome (1996),Comedy,0.367960545
Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi,0.366760808
Batman: Gotham Knight (2008),Action|Animation|Crime,0.366619929
"Sound of Music, The (1965)",Musical|Romance,0.366576045
"Eagle, The (2011)",Adventure|Drama,0.365852701
"Lot Like Love, A (2005)",Comedy|Drama|Romance,0.365819733
Queen of the Damned (2002),Fantasy|Horror,0.365352835
Flyboys (2006),Action|Adventure|Drama|War,0.365333068
"Downfall (Untergang, Der) (2004)",Drama|War,0.365089173
Mongol (2007),Drama|War,0.365059052
Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,0.365046838
28 Days (2000),Drama,0.365003506
"Expendables 3, The (2014)",Action|Adventure,0.364878326
"Rite, The (2011)",Drama|Horror|Thriller,0.364876838
"Synecdoche, New York (2008)",Comedy|Drama,0.364166523
Dear John (2010),Drama|Romance|War,0.363995421
It (1990),Drama|Fantasy|Horror|Mystery|Thriller,0.363770245
Licence to Kill (1989),Action|Adventure|Thriller,0.363002808
"Kings of Summer, The (2013)",Comedy,0.362840733
Gnomeo & Juliet (2011),Adventure|Animation|Children|Comedy|Fantasy|Romance,0.36270965
Babe: Pig in the City (1998),Adventure|Children|Drama,0.362596566
Leaves of Grass (2009),Comedy|Crime|Drama|Thriller,0.362410699
Rachel Getting Married (2008),Drama|Romance,0.362340049
After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller,0.361926181
Monster-in-Law (2005),Comedy|Romance,0.361702288
Rendition (2007),Drama|Thriller,0.360963842
Flirting With Disaster (1996),Comedy,0.360867527
Agent Cody Banks (2003),Action|Adventure|Children|Fantasy,0.360843674
"Italian Job, The (1969)",Action|Comedy|Crime,0.360793768
Biutiful (2010),Drama,0.360727016
Man of the Year (2006),Comedy|Thriller,0.360564365
"Cinderella Story, A (2004)",Comedy|Romance,0.360471276
Antwone Fisher (2002),Drama,0.359779507
"Brady Bunch Movie, The (1995)",Comedy,0.359544936
America's Sweethearts (2001),Comedy|Romance,0.359534097
Boys Don't Cry (1999),Drama,0.359344342
"Breakfast Club, The (1985)",Comedy|Drama,0.35875742
"Beaver, The (2011)",Drama,0.358373816
Elizabeth: The Golden Age (2007),Drama,0.358351499
"Love Guru, The (2008)",Comedy,0.358256556
Friday the 13th (1980),Horror|Mystery|Thriller,0.358222432
Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,0.357184026
National Lampoon's Vacation (1983),Comedy,0.357045449
Grumpier Old Men (1995),Comedy|Romance,0.356956982
Desperado (1995),Action|Romance|Western,0.356712369
"Inbetweeners Movie, The (2011)",Adventure|Comedy,0.356464472
"Greatest Game Ever Played, The (2005)",Drama,0.356408041
